Age,Age_Cohort,Band,Critical_Job_Role,Risk_of_Loss,Impact_of_Loss,Future_Leader,EEO_Job_Category,Employment_Status,Ethnic_Background,Gender,Generation,Job_Family,Job_Function,Location,Managerial_Employee,Minority,Organization_Tenure_Months,Organization_Tenure,Employee_ID,Employee_Name,Salary,Salary_Range,Employment_Type,Employment_Type_2,High_Potential,Prev_Performance_Rating,Prev_Successor,Successor,Successor_Duration,Successor_Readiness,Curr_Performance_Rating,Org_Unit_Level_1,Org_Unit_Level_2,Org_Unit_Level_3,Flight_Risk_Grouping,1_Flight_Risk_Driver,1_Flight_Risk_Driver_Value,2_Flight_Risk_Driver,2_Flight_Risk_Driver_Value,3_Flight_Risk_Driver,3_Flight_Risk_Driver_Value,Flight_Risk
45,45-49,Unallocated,No,Low,Low,No,Sales Workers,Active,Caucasian,Male,Generation X,Account Managers (Sales),Sales,Europe,Managerial,Non-Minority,196,18 Years,FIN_92027140,Mitchell Cameron,85000,$80k-<$100k,Full-Time,Regular,No,Failed to Meet Expectations,Not identified as Successor,Not identified as Successor,Unallocated,Unallocated,Meets Expectations,Corporate,Financial Control,Corporate Strategy,Low,Band,Unallocated,Employment Type,Full-Time-Regular,Employment Status,Active,0
40,40-44,Unallocated,No,Low,Medium,No,Office and Clerical,Active,Caucasian,Female,Generation X,Administrative Support,Customer Service,North America,Non-Managerial,Non-Minority,2,<3 Months,HTH_70626,Gwen McWilliams,30000,$30k-<$40k,Full-Time,Regular,No,Not Rated,Not identified as Successor,Not identified as Successor,Unallocated,Unallocated,Not Rated,Healthcare,Nursing,Outpatient,Medium,Age (Years),26-41,Average Hours,36-40,Generation,Generation X (1964 -,0
44,40-44,Unallocated,Yes,Low,Low,Yes,Office and Clerical,Active,Hispanic/Latino,Male,Generation X,Administrative Support,Sales,Europe,Non-Managerial,Minority,2,<3 Months,FIN_92027282ACQ,Arturo Echevarria,40000,$40k-<$50k,Full-Time,Regular,No,Significantly Exceeds Expectations,Not identified as Successor,Not identified as Successor,Unallocated,Unallocated,Meets Expectations,Corporate,Financial Control,Corporate Strategy,Low,Generation,Generation X (1964 -,Position Tenure (Months),28-62,Age (Years),42-61,0
20,20-24,Unallocated,Yes,High,High,Yes,Office and Clerical,Active,Caucasian,Male,Generation Z,Administrative Support,Store Operations,Europe,Non-Managerial,Non-Minority,96,8 Years,RET_DK43,Brian Amsden,85000,$80k-<$100k,Part-Time,Regular,No,Not Rated,Not identified as Successor,Not identified as Successor,Unallocated,Unallocated,Not Rated,Retail,Operations,Planning and Quality Control,Low,Band,Unallocated,Organization Tenure (Months),63-185,State,London,0
37,35-39,Unallocated,Yes,Low,High,Yes,Sales Workers,Active,Caucasian,Male,Generation X,Account Managers (Sales),Sales,North America,Non-Managerial,Non-Minority,108,9 Years,GOV_92027658,Donald Harwood,70000,$60k-<$80k,Full-Time,Temporary,No,Meets Expectations,Not identified as Successor,Not identified as Successor,Unallocated,Unallocated,Significantly Exceeds Expectations,Government,Office of Inspector General,Audit Services,Low,Age (Years),26-41,Position Tenure (Months),63-185,Band,Unallocated,0
56,55-59,Unallocated,Yes,Low,Medium,Yes,Sales Workers,Active,Caucasian,Male,Late Boomers,Account Managers (Sales),Customer Service,North America,Non-Managerial,Non-Minority,24,24-<30 Months,HTH_57992ABC,Ryan Bear,70000,$60k-<$80k,Full-Time,Regular,No,Meets Expectations,Not identified as Successor,Not identified as Successor,Unallocated,Unallocated,Meets Expectations,Healthcare,Nursing,Medical Services,Low,Band,Unallocated,Position Tenure (Months),28-62,Ethnic Background,Caucasian,1
58,55-59,Unallocated,Yes,Medium,High,Yes,Sales Workers,Active,Caucasian,Male,Late Boomers,Account Managers (Sales),Store Operations,North America,Non-Managerial,Non-Minority,34,30-<36 Months,RET_92027468,Erik Reiss,70000,$60k-<$80k,Part-Time,Regular,Yes,Meets Expectations,Not identified as Successor,Not identified as Successor,Unallocated,Unallocated,Failed to Meet Expectations,Retail,Operations,Distribution,Medium,Average Hours,40+,Generation,Late Boomers (1955 -,Position Tenure (Months),28-62,0
27,25-29,Unallocated,Yes,Low,Medium,Yes,Professionals,Active,Caucasian,Female,Generation Y,Business Ops Profs,Store Operations,Asia Pacific,Non-Managerial,Non-Minority,48,4 Years,RET_33444,Anna Scott,50000,$50k-<$60k,Full-Time,Regular,No,Meets Expectations,Not identified as Successor,Not identified as Successor,Unallocated,Unallocated,Meets Expectations,Retail,Corporate Services,Adminstration,Low,Band,Unallocated,Ethnic Background,Caucasian,State,Auckland,1
30,30-34,Unallocated,No,Medium,Medium,No,Sales Workers,Active,Caucasian,Female,Generation Y,Account Managers (Sales),Sales,North America,Non-Managerial,Non-Minority,60,5 Years,GOV_23796DEF,Kendall Dye,50000,$50k-<$60k,Full-Time,Regular,Yes,Significantly Exceeds Expectations,Not identified as Successor,Not identified as Successor,Unallocated,Unallocated,Significantly Exceeds Expectations,Government,Office of Inspector General,Evaluation and Inspections,Low,Band,Unallocated,Ethnic Background,Caucasian,Employment Type,Full-Time-Regular,0
16,<20,Unallocated,Yes,High,High,Yes,Office and Clerical,Active,Caucasian,Male,Generation Z,Administrative Support,Sales,Europe,Non-Managerial,Non-Minority,48,4 Years,FIN_DK1186,Kelly Demus,85000,$80k-<$100k,Full-Time,Regular,Yes,Exceeds Expectations,Not identified as Successor,Not identified as Successor,Unallocated,Unallocated,Exceeds Expectations,Corporate,Financial Control,Corporate Strategy,Medium,Average Hours,40+,Ethnic Background,Caucasian,Organization Tenure (Months),43186,0
32,30-34,Unallocated,Yes,Unallocated,Unallocated,Yes,Office and Clerical,Active,Caucasian,Male,Generation Y,Administrative Support,Customer Service,North America,Non-Managerial,Non-Minority,120,10 Years,HTH_92027373,Nikolas Kosek,30000,$30k-<$40k,Full-Time,Regular,No,Meets Expectations,Not identified as Successor,Not identified as Successor,Unallocated,Unallocated,Significantly Exceeds Expectations,Healthcare,Customer Services,Telecommunications Support,Medium,Average Hours,36-40,Organization Tenure (Months),63-185,Employment Type,Full-Time-Regular,0
55,55-59,Unallocated,No,Low,Medium,No,Professionals,Active,Caucasian,Female,Late Boomers,Business Ops Profs,Corporate,Asia Pacific,Managerial,Non-Minority,14,12-<15 Months,RET_92027422,Caitlin Lickert,50000,$50k-<$60k,Part-Time,Regular,No,Failed to Meet Expectations,Not identified as Successor,Successor - Not ready yet,<1 Year,2-3 Years,Meets Expectations,Retail,Operations,Distribution,High,Average Hours,36-40,Age (Years),42-61,Position Tenure (Months),43186,1
57,55-59,Unallocated,No,Low,Medium,No,Sales Workers,Active,Caucasian,Male,Late Boomers,Account Managers (Sales),Sales,North America,Non-Managerial,Non-Minority,96,7 Years,GOV_92027501,Benjamin Klink,85000,$80k-<$100k,Full-Time,Regular,No,Meets Expectations,Not identified as Successor,Not identified as Successor,Unallocated,Unallocated,Significantly Exceeds Expectations,Government,Office of Justice Programs,Statistics and Analysis,Low,Band,Unallocated,Organization Tenure (Months),63-185,Position Tenure (Months),63-185,0
29,25-29,Unallocated,Yes,Low,Medium,Yes,Sales Workers,Active,Black or African American,Female,Generation Y,Account Managers (Sales),Customer Service,North America,Non-Managerial,Minority,48,4 Years,HTH_26570,Porshia Ekeh,50000,$50k-<$60k,Full-Time,Temporary,Yes,Meets Expectations,Not identified as Successor,Not identified as Successor,Unallocated,Unallocated,Meets Expectations,Healthcare,Corporate Services,Administration,Medium,Organization Tenure (Months),63-185,Ethnic Background,Black or African Ame,Age (Years),26-41,1
55,55-59,Unallocated,Yes,Low,Medium,Yes,Sales Workers,Active,Caucasian,Male,Late Boomers,Account Managers (Sales),Engineering / Technical,Asia Pacific,Non-Managerial,Non-Minority,180,15 Years,ENG_33639DEF,Richard Grantham,85000,$80k-<$100k,Full-Time,Regular,No,Exceeds Expectations,Not identified as Successor,Not identified as Successor,Unallocated,Unallocated,Meets Expectations,Energy and Utilities,Corporate Services,Information Technology,Low,Average Hours,40+,Band,Unallocated,Organization Tenure (Months),186+,0
41,40-44,Unallocated,Yes,High,Medium,Yes,Sales Workers,Active,Hispanic/Latino,Male,Generation X,Account Managers (Sales),Marketing & Sls,North America,Non-Managerial,Minority,48,4 Years,GOV_28918DEF,Oscar Ceballos,120000,$100k+,Full-Time,Regular,Yes,Meets Expectations,Not identified as Successor,Not identified as Successor,Unallocated,Unallocated,Meets Expectations,Government,Office of Inspector General,Management and Policy,Low,Average Hours,40+,City,Seattle,Position Tenure (Months),63-185,0
49,45-49,Unallocated,No,Low,Medium,Yes,Sales Workers,Active,Caucasian,Female,Generation X,Account Managers (Sales),Customer Service,North America,Non-Managerial,Non-Minority,5,3-<6 Months,HTH_92027616ABC,Katlyn Beaver,85000,$80k-<$100k,Full-Time,Regular,No,Not Rated,Not identified as Successor,Not identified as Successor,Unallocated,Unallocated,Not Rated,Healthcare,Customer Services,Telecommunications Support,Low,Average Hours,36-40,Band,Unallocated,Ethnic Background,Caucasian,0
33,30-34,Unallocated,Yes,Low,Medium,Yes,Professionals,Active,Caucasian,Male,Generation Y,Business Ops Profs,Sales,North America,Non-Managerial,Non-Minority,60,5 Years,GOV_19289,Dale Fournier,40000,$40k-<$50k,Full-Time,Regular,Yes,Significantly Exceeds Expectations,Not identified as Successor,Not identified as Successor,Unallocated,Unallocated,Significantly Exceeds Expectations,Government,Office of General Counsel,Health Law,Low,Position Tenure (Months),63-185,Band,Unallocated,Organization Tenure (Months),63-185,0
45,45-49,Unallocated,No,Unallocated,Unallocated,No,Sales Workers,Active,Caucasian,Female,Generation X,Account Managers (Sales),Sales,North America,Managerial,Non-Minority,5,3-<6 Months,GOV_90108ABC,Lindsay Graham,120000,$100k+,Full-Time,Regular,No,Not Rated,Not identified as Successor,Not identified as Successor,Unallocated,Unallocated,Not Rated,Government,Office of General Counsel,Business Law,High,Average Hours,40+,Position Tenure (Months),43186,State,Washington,0
62,60-64,Unallocated,Yes,Medium,Medium,Yes,Sales Workers,Active,Caucasian,Male,Early Boomers,Account Managers (Sales),Engineering / Technical,North America,Non-Managerial,Non-Minority,172,16 Years,ENG_33480DEF,Allen Ferguson,70000,$60k-<$80k,Full-Time,Regular,Yes,Meets Expectations,Not identified as Successor,Not identified as Successor,Unallocated,Unallocated,Failed to Meet Expectations,Energy and Utilities,Corporate Services,Human Resources,Medium,Average Hours,0-20,Ethnic Background,Caucasian,Age (Years),62-79,0
43,40-44,Unallocated,Yes,Low,Medium,Yes,Sales Workers,Active,Caucasian,Male,Generation X,Account Managers (Sales),Sales,North America,Non-Managerial,Non-Minority,204,17 Years,GOV_92027188ABC,Jason Ziebart,40000,$40k-<$50k,Full-Time,Regular,No,Meets Expectations,Not identified as Successor,Not identified as Successor,Unallocated,Unallocated,Meets Expectations,Government,Office of Policy and Planning,Planning and Forecasting,Low,City,Port Angeles,Age (Years),42-61,Generation,Generation X (1964 -,0
31,30-34,Unallocated,Yes,Low,Low,Yes,Professionals,Active,Caucasian,Male,Generation Y,Business Ops Profs,Sales,North America,Non-Managerial,Non-Minority,96,7 Years,GOV_10443ABC,Shane Frazier,70000,$60k-<$80k,Full-Time,Regular,No,Significantly Exceeds Expectations,Not identified as Successor,Not identified as Successor,Unallocated,Unallocated,Significantly Exceeds Expectations,Government,Office of the Secretary,Unallocated,Low,Age (Years),26-41,Band,Unallocated,Ethnic Background,Caucasian,0
30,30-34,Unallocated,Yes,Unallocated,Unallocated,Yes,Professionals,Inactive or Other,Caucasian,Female,Generation Y,Business Ops Profs,Sales,North America,Non-Managerial,Non-Minority,36,3 Years,GOV_34827ABC,Rebecca Striegel,50000,$50k-<$60k,Full-Time,Regular,No,Meets Expectations,Not identified as Successor,Not identified as Successor,Unallocated,Unallocated,Meets Expectations,Government,Office of the Secretary,Human Resources,Low,Average Hours,36-40,Position Tenure (Months),28-62,Band,Unallocated,1
55,55-59,4,No,Low,Medium,No,Sales Workers,Active,Caucasian,Male,Late Boomers,Account Managers (Sales),Store Operations,Europe,Non-Managerial,Non-Minority,36,3 Years,RET_92027590,Kevin Cole,85000,$80k-<$100k,Full-Time,Regular,Yes,Significantly Exceeds Expectations,Successor - Not ready yet,Not identified as Successor,Unallocated,Unallocated,Failed to Meet Expectations,Retail,Customer Services,Department Personel,High,Average Hours,36-40,Position Tenure (Months),28-62,Age (Years),42-61,0
16,<20,Unallocated,Yes,High,High,Yes,Office and Clerical,Active,Caucasian,Male,Generation Z,Administrative Support,Sales,Europe,Non-Managerial,Non-Minority,48,4 Years,FIN_DK1408,Anton Kingan,85000,$80k-<$100k,Full-Time,Regular,No,Meets Expectations,Not identified as Successor,Not identified as Successor,Unallocated,Unallocated,Meets Expectations,Corporate,Financial Control,Corporate Strategy,Low,Age (Years),0-25,Average Hours,40+,City,Unallocated,0
40,40-44,Unallocated,No,Low,Medium,No,Office and Clerical,Active,Caucasian,Female,Generation X,Administrative Support,Customer Service,North America,Non-Managerial,Non-Minority,11,9-<12 Months,HTH_70626ABC,Lauren Grizzard,30000,$30k-<$40k,Full-Time,Regular,No,Not Rated,Not identified as Successor,Not identified as Successor,Unallocated,Unallocated,Not Rated,Healthcare,Nursing,Outpatient,Low,Average Hours,0-20,Band,Unallocated,Age (Years),26-41,0
59,55-59,Unallocated,No,Medium,Medium,No,Sales Workers,Active,Caucasian,Male,Late Boomers,Account Managers (Sales),Sales,North America,Non-Managerial,Non-Minority,96,7 Years,GOV_92027479ABC,Benjamin Banks,85000,$80k-<$100k,Full-Time,Regular,No,Meets Expectations,Not identified as Successor,Not identified as Successor,Unallocated,Unallocated,Significantly Exceeds Expectations,Government,Office of Policy and Planning,Policy Advice and Coordination,Low,Age (Years),42-61,Band,Unallocated,Ethnic Background,Caucasian,0
36,35-39,Unallocated,Yes,Low,High,Yes,1st/Mid Level Officials & Mgrs,Active,Caucasian,Male,Generation Y,Directors/Senior Managers,Business Development,North America,Managerial,Non-Minority,2,<3 Months,HTH_92028167ABC,Corey Opperman,120000,$100k+,Full-Time,Regular,No,Not Rated,Not identified as Successor,Not identified as Successor,Unallocated,Unallocated,Not Rated,Healthcare,Nursing,Outpatient,Medium,Average Hours,31-35,Band,Unallocated,Ethnic Background,Caucasian,0
48,45-49,Unallocated,Yes,Low,Medium,Yes,Sales Workers,Active,Caucasian,Male,Generation X,Account Managers (Sales),Customer Service,North America,Non-Managerial,Non-Minority,48,4 Years,HTH_92027567ABC,Frank Jennings,85000,$80k-<$100k,Full-Time,Regular,No,Meets Expectations,Not identified as Successor,Not identified as Successor,Unallocated,Unallocated,Meets Expectations,Healthcare,Marketing,Public Relations,Low,Position Tenure (Months),63-185,Generation,Generation X (1964 -,Age (Years),42-61,0
16,<20,Unallocated,Yes,High,High,Yes,Office and Clerical,Active,Caucasian,Female,Generation Z,Administrative Support,Sales,Europe,Non-Managerial,Non-Minority,144,12 Years,FIN_DK953,Kathleen Aldrich,85000,$80k-<$100k,Full-Time,Regular,No,Meets Expectations,Not identified as Successor,Not identified as Successor,Unallocated,Unallocated,Meets Expectations,Corporate,Sales and Marketing,Marketing,Low,Position Tenure (Months),28-62,Band,Unallocated,State,Paris,0
32,30-34,Unallocated,No,Low,Low,No,Professionals,Active,Caucasian,Male,Generation Y,Business Ops Profs,Store Operations,Asia Pacific,Non-Managerial,Non-Minority,36,3 Years,RET_43646,Gregory Kenney,40000,$40k-<$50k,Full-Time,Regular,No,Significantly Exceeds Expectations,Not identified as Successor,Not identified as Successor,Unallocated,Unallocated,Meets Expectations,Retail,Corporate Services,Information Technology,High,Average Hours,36-40,Age (Years),26-41,Position Tenure (Months),28-62,1
31,30-34,Unallocated,No,Low,High,No,1st/Mid Level Officials & Mgrs,Active,Caucasian,Male,Generation Y,Directors/Senior Managers,Engineering / Technical,North America,Non-Managerial,Non-Minority,48,4 Years,ENG_27454,David More,70000,$60k-<$80k,Full-Time,Regular,Yes,Significantly Exceeds Expectations,Not identified as Successor,Not identified as Successor,Unallocated,Unallocated,Meets Expectations,Energy and Utilities,Corporate Services,"Risk Assurance\, Audit and Compliance",High,Band,Unallocated,Ethnic Background,Caucasian,Employment Type,Full-Time-Regular,0
34,30-34,Unallocated,Yes,Low,High,Yes,Sales Workers,Active,Caucasian,Female,Generation Y,Account Managers (Sales),Sales,Asia Pacific,Non-Managerial,Non-Minority,2,<3 Months,FIN_71781,Bridgette Rizzo,70000,$60k-<$80k,Full-Time,Regular,No,Meets Expectations,Not identified as Successor,Not identified as Successor,Unallocated,Unallocated,Meets Expectations,Corporate,IT,IT Support,Low,Average Hours,40+,Age (Years),26-41,City,Unallocated,0
20,20-24,Unallocated,Yes,High,High,Yes,Office and Clerical,Active,Caucasian,Male,Generation Z,Administrative Support,Store Operations,Europe,Non-Managerial,Non-Minority,96,8 Years,RET_DK480,Stephen Gaura,85000,$80k-<$100k,Full-Time,Regular,No,Not Rated,Not identified as Successor,Not identified as Successor,Unallocated,Unallocated,Not Rated,Retail,Operations,Planning and Quality Control,Low,Band,Unallocated,Age (Years),0-25,Organization Tenure (Months),63-185,0
58,55-59,Unallocated,Yes,Low,Medium,Yes,Sales Workers,Active,Hispanic/Latino,Male,Late Boomers,Account Managers (Sales),Sales,North America,Non-Managerial,Minority,96,8 Years,GOV_92027659,Elias Bodnar,70000,$60k-<$80k,Full-Time,Regular,Yes,Failed to Meet Expectations,Not identified as Successor,Not identified as Successor,Unallocated,Unallocated,Failed to Meet Expectations,Government,Office of Inspector General,Management and Policy,Medium,Average Hours,36-40,Position Tenure (Months),63-185,Band,Unallocated,0
16,<20,Unallocated,Yes,High,High,Yes,Office and Clerical,Active,Caucasian,Male,Generation Z,Administrative Support,Sales,Europe,Non-Managerial,Non-Minority,108,9 Years,FIN_DK241,Mitchell Friedline,85000,$80k-<$100k,Full-Time,Regular,No,Meets Expectations,Not identified as Successor,Not identified as Successor,Unallocated,Unallocated,Meets Expectations,Corporate,Customer Relations,Customer Support,Medium,Average Hours,0-20,Ethnic Background,Caucasian,Position Tenure (Months),28-62,0
24,20-24,Unallocated,Yes,Low,Medium,Yes,Professionals,Active,Caucasian,Female,Generation Y,Business Ops Profs,Sales,North America,Non-Managerial,Non-Minority,2,<3 Months,jhairston1,Jennifer Hairston,50000,$50k-<$60k,Full-Time,Temporary,Yes,Meets Expectations,Not identified as Successor,Not identified as Successor,Unallocated,Unallocated,Significantly Exceeds Expectations,Corporate,Financial Control,Corporate Strategy,Low,Average Hours,0-20,City,Los Angeles,Generation,Generation Y (1979 -,1
58,55-59,Unallocated,Yes,Medium,High,Yes,Sales Workers,Active,Caucasian,Male,Late Boomers,Account Managers (Sales),Customer Service,North America,Non-Managerial,Non-Minority,96,7 Years,HTH_92027468,Andrew Kondrit,70000,$60k-<$80k,Full-Time,Regular,Yes,Meets Expectations,Not identified as Successor,Not identified as Successor,Unallocated,Unallocated,Failed to Meet Expectations,Healthcare,Corporate Services,Health and Safety,Medium,Band,Unallocated,Organization Tenure (Months),63-185,Position Tenure (Months),63-185,0
30,30-34,Unallocated,No,Low,High,No,1st/Mid Level Officials & Mgrs,Active,Caucasian,Male,Generation Y,Managers - Business Ops,Engineering / Technical,North America,Non-Managerial,Non-Minority,11,9-<12 Months,ENG_82667DEF,Peter Oliver,70000,$60k-<$80k,Full-Time,Regular,No,Not Rated,Not identified as Successor,Not identified as Successor,Unallocated,Unallocated,Exceeds Expectations,Energy and Utilities,Operations,Field Support,Low,Average Hours,0-20,Band,Unallocated,Position Tenure (Months),28-62,0
30,30-34,Unallocated,Yes,Low,Medium,Yes,Sales Workers,Active,Caucasian,Female,Generation Y,Account Managers (Sales),Store Operations,Asia Pacific,Non-Managerial,Non-Minority,72,6 Years,RET_14614,Samantha Beems,40000,$40k-<$50k,Part-Time,Temporary,No,Significantly Exceeds Expectations,Not identified as Successor,Not identified as Successor,Unallocated,Unallocated,Significantly Exceeds Expectations,Retail,Corporate Services,Finance,High,Age (Years),26-41,Ethnic Background,Caucasian,State,Sydney,0
16,<20,Unallocated,Yes,High,High,Yes,Office and Clerical,Active,Caucasian,Male,Generation Z,Administrative Support,Sales,Europe,Non-Managerial,Non-Minority,24,24-<30 Months,FIN_DK1273,Joshua Chillemi,85000,$80k-<$100k,Full-Time,Regular,No,Meets Expectations,Not identified as Successor,Not identified as Successor,Unallocated,Unallocated,Failed to Meet Expectations,Corporate,Operations,Supply Chain,Low,Age (Years),0-25,Band,Unallocated,Position Tenure (Months),28-62,0
16,<20,Unallocated,Yes,High,High,Yes,Office and Clerical,Active,Caucasian,Female,Generation Z,Administrative Support,Sales,Europe,Non-Managerial,Non-Minority,48,4 Years,FIN_DK1152,Jade Ozdych,85000,$80k-<$100k,Full-Time,Regular,No,Meets Expectations,Not identified as Successor,Not identified as Successor,Unallocated,Unallocated,Meets Expectations,Corporate,Financial Control,Corporate Strategy,Low,Band,Unallocated,Organization Tenure (Months),63-185,State,Madrid,0
24,20-24,Unallocated,Yes,High,Medium,Yes,Sales Workers,Active,Caucasian,Female,Generation Y,Account Managers (Sales),Sales,Asia Pacific,Non-Managerial,Non-Minority,2,<3 Months,klantz1,Kristen Lantz,40000,$40k-<$50k,Full-Time,Temporary,Yes,Meets Expectations,Not identified as Successor,Not identified as Successor,Unallocated,Unallocated,Significantly Exceeds Expectations,Corporate,International Affairs,Foreign Currency,Medium,Average Hours,0-20,Organization Tenure (Months),43186,Ethnic Background,Caucasian,1
30,30-34,Unallocated,No,Medium,High,No,Professionals,Active,Caucasian,Male,Generation Y,Business Ops Profs,Engineering / Technical,North America,Non-Managerial,Non-Minority,5,3-<6 Months,ENG_30965,Mark Orcholski,50000,$50k-<$60k,Full-Time,Regular,No,Not Rated,Not identified as Successor,Not identified as Successor,Unallocated,Unallocated,Not Rated,Energy and Utilities,Corporate Services,Sustainability and Planning,Medium,Average Hours,40+,Organization Tenure (Months),43186,Position Tenure (Months),43186,0
58,55-59,Unallocated,Yes,Unallocated,Unallocated,Yes,1st/Mid Level Officials & Mgrs,Active,Caucasian,Male,Late Boomers,Directors/Senior Managers,Store Operations,Asia Pacific,Managerial,Non-Minority,34,30-<36 Months,RET_32601,David Kleven,120000,$100k+,Full-Time,Regular,No,Meets Expectations,Not identified as Successor,Not identified as Successor,Unallocated,Unallocated,Meets Expectations,Retail,Operations,Distribution,Medium,Average Hours,40+,Band,Unallocated,Position Tenure (Months),28-62,0
26,25-29,Unallocated,Yes,Low,Medium,Yes,Professionals,Active,Caucasian,Male,Generation Y,Business Ops Profs,Sales,North America,Non-Managerial,Non-Minority,24,24-<30 Months,GOV_55392,John Bolson,40000,$40k-<$50k,Full-Time,Regular,No,Meets Expectations,Not identified as Successor,Not identified as Successor,Unallocated,Unallocated,Meets Expectations,Government,Office of Justice Programs,Statistics and Analysis,Low,Position Tenure (Months),28-62,Band,Unallocated,Generation,Generation Y (1979 -,0
53,50-54,Unallocated,Yes,Medium,Low,Yes,Sales Workers,Active,Caucasian,Female,Late Boomers,Account Managers (Sales),Sales,Asia Pacific,Non-Managerial,Non-Minority,196,18 Years,FIN_92027542,Mary Simpson,70000,$60k-<$80k,Full-Time,Regular,No,Significantly Exceeds Expectations,Not identified as Successor,Not identified as Successor,Unallocated,Unallocated,Meets Expectations,Corporate,IT,E-Commerce,Low,Generation,Late Boomers (1955 -,Position Tenure (Months),186+,Age (Years),42-61,0
16,<20,Unallocated,Yes,High,High,Yes,Office and Clerical,Active,Caucasian,Male,Generation Z,Administrative Support,Sales,Europe,Non-Managerial,Non-Minority,96,8 Years,FIN_DK1595,Brian Talley,85000,$80k-<$100k,Full-Time,Regular,No,Meets Expectations,Not identified as Successor,Not identified as Successor,Unallocated,Unallocated,Meets Expectations,Corporate,Sales and Marketing,Product Management,Low,Band,Unallocated,Ethnic Background,Caucasian,State,Paris,0
43,40-44,Unallocated,Yes,Low,Medium,Yes,Sales Workers,Active,Hispanic/Latino,Female,Generation X,Account Managers (Sales),Sales,North America,Non-Managerial,Minority,72,6 Years,GOV_47183,Michelle Unzueta,50000,$50k-<$60k,Full-Time,Regular,Yes,Meets Expectations,Successor - Not ready yet,Not identified as Successor,Unallocated,Unallocated,Failed to Meet Expectations,Government,Office of Inspector General,Audit Services,Low,Position Tenure (Months),63-185,Band,Unallocated,State,Washington,0
16,<20,Unallocated,Yes,High,High,Yes,Office and Clerical,Active,Caucasian,Female,Generation Z,Administrative Support,Sales,Europe,Non-Managerial,Non-Minority,48,4 Years,FIN_DK1583,Heather Duncan,85000,$80k-<$100k,Full-Time,Regular,No,Exceeds Expectations,Not identified as Successor,Not identified as Successor,Unallocated,Unallocated,Meets Expectations,Corporate,Financial Control,Controllers,Medium,Band,Unallocated,Age (Years),0-25,Position Tenure (Months),28-62,0
43,40-44,Unallocated,Yes,Low,Medium,Yes,Sales Workers,Active,Caucasian,Female,Generation X,Telemarketing Sales,Customer Service,North America,Non-Managerial,Non-Minority,108,9 Years,HTH_34038,Rene Picciolo,40000,$40k-<$50k,Full-Time,Regular,No,Meets Expectations,Not identified as Successor,Not identified as Successor,Unallocated,Unallocated,Meets Expectations,Healthcare,Marketing,Brand Management,Medium,Average Hours,40+,Generation,Generation X (1964 -,Position Tenure (Months),63-185,0
56,55-59,Unallocated,No,Low,Medium,No,Sales Workers,Active,Caucasian,Male,Late Boomers,Account Managers (Sales),Sales,North America,Non-Managerial,Non-Minority,108,9 Years,GOV_92027687ABC,Tyler Jirsa,85000,$80k-<$100k,Full-Time,Temporary,No,Significantly Exceeds Expectations,Not identified as Successor,Not identified as Successor,Unallocated,Unallocated,Meets Expectations,Government,Office of General Counsel,Business Law,Medium,Position Tenure (Months),63-185,Age (Years),42-61,Band,Unallocated,0
59,55-59,Unallocated,Yes,Low,Low,Yes,Sales Workers,Active,Caucasian,Female,Late Boomers,Account Managers (Sales),Sales,North America,Non-Managerial,Non-Minority,144,12 Years,GOV_92027624ABC,Rochelle Carter,50000,$50k-<$60k,Full-Time,Regular,No,Failed to Meet Expectations,Not identified as Successor,Not identified as Successor,Unallocated,Unallocated,Meets Expectations,Government,Office of Policy and Planning,Infrastructure Development & Support,Low,Average Hours,40+,Position Tenure (Months),63-185,Age (Years),42-61,1
16,<20,Unallocated,Yes,High,High,Yes,Office and Clerical,Active,Caucasian,Female,Generation Z,Administrative Support,Sales,Europe,Non-Managerial,Non-Minority,108,9 Years,FIN_DK891,Kayla Guggenberger,85000,$80k-<$100k,Full-Time,Regular,No,Meets Expectations,Not identified as Successor,Not identified as Successor,Unallocated,Unallocated,Meets Expectations,Corporate,Operations,Supply Chain,Low,Band,Unallocated,Position Tenure (Months),28-62,Organization Tenure (Months),63-185,0
25,25-29,Unallocated,No,Medium,High,No,Professionals,Active,Caucasian,Male,Generation Y,Directors/Senior Managers,Sales,Asia Pacific,Non-Managerial,Non-Minority,2,<3 Months,FIN_46662ACQ,Anthony McMurrich,85000,$80k-<$100k,Full-Time,Temporary,No,Meets Expectations,Not identified as Successor,Not identified as Successor,Unallocated,Unallocated,Meets Expectations,Corporate,Financial Control,Corporate Strategy,Low,Band,Unallocated,Position Tenure (Months),28-62,Ethnic Background,Caucasian,0
50,50-54,Unallocated,No,Low,Medium,No,Sales Workers,Active,Caucasian,Male,Generation X,Account Managers (Sales),Corporate,Asia Pacific,Non-Managerial,Non-Minority,180,15 Years,RET_92027983,Thomas Stewart,120000,$100k+,Full-Time,Regular,No,Meets Expectations,Not identified as Successor,Not identified as Successor,Unallocated,Unallocated,Meets Expectations,Retail,Customer Services,Department Personel,High,Band,Unallocated,Age (Years),42-61,State,Sydney,0
