Customer ID,Customer Name,Customer_Segment,Sector,Country,Customer_Status,Annual_Speed,Length_Of_Sales_Cycle,Product_Name,Highest_Contract_Level,Compelling_Event,RFP,Sales_Engineer_Engaged,Services_Included,Customer_Meeting,License,Contacts,Opportunity_Value
2734,The Wine Consignee Inc. CooP,Enterprise,Manufacturing,UK,prospect,Large,1 Year,Identity Server,Manager Level,No,Yes,Yes,Yes,18,131,45,22000
2735,BZ Wines Inc. CooP,Enterprise,Retail,Japan,current customer,Huge,1 Year,ERP,C-Level,Yes,Yes,No,Yes,21,253,126,44000
2736,IDES US Inc. CooP,Fortune500,Finserv,Japan,current customer,Small,1 Year,Web Server,C-Level,No,No,No,Yes,36,386,41,175000
2737,Wal-Mart CooP,SMB,Construction,Brazil,prior customer,Medium,1 Year,Web Server,Manager Level,Yes,No,Yes,No,29,93,58,32000
2738,Super-Mart CooP,Fortune500,High tech,Brazil,current customer,Large,1 Year,Application Server,C-Level,No,No,No,Yes,23,227,62,166000
2739,Krogertsens CooP,Fortune500,Goods,Brazil,current customer,Small,1 Year,Database,C-Level,Yes,Yes,Yes,No,19,570,171,145000
2739,Krogertsens CooP,Enterprise,Manufacturing,India,prior customer,Small,6 Months,ERP,Individual Contributor Level,Yes,Yes,No,No,24,298,113,74000
2740,Mamoun Darkazanli CooP,Fortune500,High tech,China,current customer,Huge,1 Month,CRM,Manager Level,No,No,Yes,Yes,16,149,18,27000
2741,Software Warehouse CooP,Enterprise,Goods,UK,prospect,Huge,6 Months,Portal,C-Level,No,Yes,Yes,Yes,26,264,125,42000
2742,Buying Unlimited CooP,Enterprise,High tech,Japan,prior customer,Medium,2 Years,Analytics,Individual Contributor Level,No,Yes,Yes,Yes,28,245,120,55000
2743,Gourmet Market CooP,SMB,Retail,Russia,prior customer,Medium,1 Year,Security,C-Level,Yes,No,Yes,No,25,64,41,41000
2730,Einmalkunde CooP,Enterprise,Healthcare,France,current customer,Huge,6 Months,Portal,Manager Level,Yes,No,Yes,Yes,26,254,23,75000
2744,Muster Kunde CooP,Enterprise,Goods,Germany,prospect,Medium,6 Months,Identity Server,C-Level,Yes,No,Yes,Yes,6,189,7,67000
2745,Cliente 2 CooP,Enterprise,High tech,North America,prospect,Small,1 Month,Portal,C-Level,No,Yes,No,No,5,239,127,66000
2746,REMA Superstore CooP,Fortune500,Healthcare,North America,current customer,Large,1 Year,Database,C-Level,No,Yes,No,Yes,18,186,177,135000
2747,01Megastore CooP,SMB,Consumer Product,France,prior customer,Small,1 Month,Web Server,Individual Contributor Level,No,No,Yes,No,25,91,96,47000
2748,06MegaStore CooP,SMB,Manufacturing,France,prospect,Medium,1 Month,Database,Individual Contributor Level,No,No,Yes,Yes,7,132,139,22000
2749,Carmella Credit CooP,Enterprise,Consumer Product,India,prior customer,Big,18 Months,Security,Manager Level,Yes,No,Yes,Yes,28,236,154,42000
2750,Havers Inc CooP,Fortune500,Retail,North America,prior customer,Big,1 Year,Database,Manager Level,Yes,No,Yes,No,16,128,106,69000
2751,Cilox HiTech CooP,Enterprise,Construction,North America,current customer,Small,1 Year,Analytics,Manager Level,No,Yes,Yes,No,13,140,99,38000
2752,Computer Systems CooP,Enterprise,Retail,India,prior customer,Large,2 Years,Application Server,Manager Level,No,Yes,Yes,No,17,240,130,69000
2753,Dynamic Industries CooP,SMB,Manufacturing,Germany,prospect,Medium,1 Month,Analytics,Manager Level,No,No,Yes,No,29,132,80,44000
2754,Antipolis CooP,SMB,Goods,Brazil,prospect,Big,1 Year,ERP,Individual Contributor Level,No,Yes,No,No,15,62,138,36000
2755,Praxis Dr. M³ller CooP,Enterprise,Manufacturing,Russia,prior customer,Large,1 Year,Application Server,Manager Level,No,No,Yes,No,16,112,74,48000
2756,Praxis Dr. Rot CooP,SMB,Finserv,North America,prospect,Huge,1 Month,Analytics,Individual Contributor Level,Yes,No,Yes,No,16,69,57,36000
2757,REMA WH Regensburg CooP,Fortune500,Healthcare,Italy,current customer,Small,1 Year,Security,C-Level,Yes,No,Yes,No,32,504,69,142000
2758,Ernst Brinkmann KG CooP,Enterprise,Manufacturing,Brazil,prospect,Small,2 Years,Identity Server,Manager Level,Yes,No,No,No,18,49,126,33000
2759,Builders Depot CooP,SMB,Goods,UK,prospect,Large,2 Years,CRM,C-Level,Yes,No,No,Yes,14,57,5,19000
2760,Clinton Industries CooP,SMB,Manufacturing,UK,prospect,Medium,6 Months,Analytics,Individual Contributor Level,No,Yes,Yes,Yes,6,37,109,50000
2761,Thornbury Enterprises CooP,Fortune500,Construction,UK,current customer,Big,1 Year,Analytics,C-Level,No,No,Yes,No,16,446,149,146000
2762,American Security Company CooP,SMB,Apparel,Germany,prospect,Huge,18 Months,Web Server,Individual Contributor Level,Yes,Yes,No,Yes,16,90,5,48000
2763,Century Software.Com CooP,Fortune500,Goods,Germany,prior customer,Big,1 Year,Portal,C-Level,Yes,Yes,Yes,No,29,152,66,71000
2764,Web Design Studio CooP,Fortune500,Apparel,France,prior customer,Large,1 Year,Analytics,C-Level,Yes,No,No,Yes,18,103,75,49000
2765,Titan Manufacturing CooP,Enterprise,Retail,Germany,prior customer,Small,2 Years,Portal,C-Level,No,Yes,No,Yes,24,93,5,55000
2766,Milton & Milton CooP,Enterprise,Manufacturing,North America,prior customer,Large,1 Year,CRM,Manager Level,No,No,No,Yes,15,267,64,75000
2767,Brighton Inc CooP,SMB,Construction,France,prospect,Huge,18 Months,ERP,Manager Level,Yes,No,No,No,10,71,114,21000
2768,Sunburst Inc CooP,Fortune500,Goods,France,current customer,Small,1 Year,ERP,C-Level,No,Yes,Yes,Yes,35,357,44,152000
2769,Matrax CooP,Fortune500,Healthcare,UK,prior customer,Small,18 Months,CRM,Manager Level,No,Yes,No,Yes,18,135,22,26000
2770,JMart CooP,Enterprise,Construction,France,prospect,Medium,1 Month,Security,Manager Level,Yes,Yes,Yes,Yes,9,89,7,51000
2771,Innovative Systems Inc. CooP,Fortune500,Manufacturing,Russia,current customer,Small,1 Year,ERP,C-Level,No,Yes,Yes,Yes,48,518,198,139000
2772,Hall Manufacturing CooP,Enterprise,High tech,Brazil,prior customer,Huge,1 Month,Database,C-Level,Yes,No,No,No,10,150,17,42000
2773,Heiner Schmidtmann CooP,Fortune500,High tech,Italy,prospect,Medium,6 Months,ERP,Manager Level,No,No,No,No,13,178,116,62000
2774,Rema Store 1010 CooP,SMB,Construction,China,prospect,Medium,1 Month,Analytics,C-Level,Yes,Yes,Yes,Yes,17,56,94,29000
2775,Jim┤s Mart 1026 CooP,Fortune500,Construction,Italy,current customer,Large,1 Year,Security,C-Level,Yes,Yes,No,No,24,484,103,162000
2776,vNet CooP,SMB,High tech,North America,prior customer,Big,1 Year,CRM,C-Level,No,Yes,No,No,22,64,61,26000
2777,Data Corp. CooP,Enterprise,Construction,North America,prospect,Big,1 Month,CRM,Manager Level,Yes,Yes,No,No,30,62,91,21000
2778,Second Source CooP,SMB,Manufacturing,North America,prospect,Big,1 Year,Identity Server,Manager Level,No,No,No,No,4,87,60,11000
2779,xNET CooP,Enterprise,Finserv,China,prospect,Large,2 Years,Application Server,C-Level,Yes,Yes,No,Yes,26,138,38,58000
2780,World PC Inc. CooP,SMB,Apparel,Germany,current customer,Big,1 Month,ERP,Manager Level,No,Yes,Yes,Yes,9,132,34,32000
2781,Townsend Company CooP,Enterprise,Retail,China,current customer,Large,6 Months,CRM,Manager Level,No,No,No,No,24,84,81,52000
2782,Avnet Electronics CooP,SMB,Apparel,Russia,prior customer,Big,18 Months,ERP,Manager Level,Yes,Yes,No,No,22,83,9,53000
2783,Brazil Technologies CooP,SMB,Retail,Brazil,current customer,Large,1 Year,Database,C-Level,No,No,No,Yes,22,186,109,140000
2784,EC Enterprises CooP,Enterprise,Finserv,Russia,prior customer,Big,6 Months,Portal,C-Level,No,Yes,Yes,No,15,276,114,65000
2785,Microwell CooP,Fortune500,Retail,Italy,current customer,Large,1 Year,Portal,C-Level,No,No,Yes,Yes,35,152,200,127000
2786,Abidon Corp CooP,SMB,Retail,France,prospect,Small,2 Years,CRM,Manager Level,No,Yes,No,Yes,27,43,27,19000
2787,Greentree Enterprise CooP,Enterprise,Healthcare,India,prior customer,Big,6 Months,Application Server,Manager Level,No,No,Yes,Yes,14,158,108,52000
2788,Timco Corporation CooP,Fortune500,Finserv,Brazil,current customer,Small,1 Year,Security,C-Level,Yes,Yes,Yes,Yes,31,547,43,142000
2789,Rawlings Group CooP,SMB,Consumer Product,Russia,prospect,Large,1 Year,ERP,Manager Level,Yes,No,Yes,No,5,35,88,41000
2790,Landstar Corp CooP,SMB,Goods,Brazil,prospect,Small,2 Years,Database,Manager Level,No,No,Yes,No,23,117,96,48000
2791,Lou Windham CooP,Fortune500,High tech,UK,current customer,Medium,1 Year,Identity Server,C-Level,No,No,Yes,No,27,168,69,143000
2792,Tom Little CooP,SMB,Construction,India,prospect,Big,6 Months,Analytics,Manager Level,No,No,Yes,No,21,91,104,24000
2793,LORI WINTER CooP,Enterprise,Finserv,India,current customer,Small,1 Month,CRM,Individual Contributor Level,No,No,Yes,Yes,21,120,5,73000
2794,MARIE WITENBURG CooP,SMB,Construction,Italy,prior customer,Small,1 Month,Database,Individual Contributor Level,Yes,Yes,No,Yes,6,59,77,46000
2795,MARIE ZDROK CooP,Enterprise,Retail,North America,prior customer,Small,1 Month,Database,Manager Level,No,No,No,Yes,18,166,67,67000
2796,JANET ZUSSIN CooP,SMB,High tech,Italy,prospect,Small,1 Month,Database,Manager Level,Yes,Yes,Yes,Yes,19,34,56,12000
2797,JANE CASTILLO CooP,Fortune500,Finserv,France,current customer,Small,1 Year,Web Server,C-Level,No,No,Yes,Yes,45,211,179,145000
2798,JANE SANCHEZ CooP,Fortune500,Manufacturing,North America,current customer,Huge,1 Year,Database,C-Level,Yes,Yes,No,Yes,22,293,188,142000
2799,P. Baker CooP,SMB,Goods,China,current customer,Big,1 Year,Identity Server,C-Level,No,Yes,No,Yes,11,260,53,55000
2800,ALAN FAITH CooP,Fortune500,Construction,Brazil,current customer,Huge,1 Year,Portal,C-Level,No,No,No,No,39,423,61,133000
2801,JIM FARAIZL CooP,SMB,Goods,India,current customer,Large,1 Month,Identity Server,C-Level,No,No,Yes,No,12,64,100,33000
2802,ALAN FARRAR CooP,Enterprise,Consumer Product,North America,current customer,Medium,1 Month,Application Server,Manager Level,No,No,Yes,No,22,110,148,39000
2803,JAMES FERENCY CooP,Enterprise,Consumer Product,China,prior customer,Huge,1 Month,Portal,C-Level,No,No,No,No,27,150,47,54000
2804,BILL FERNANCE CooP,Fortune500,Healthcare,Italy,current customer,Medium,1 Year,ERP,C-Level,Yes,Yes,No,Yes,42,150,56,157000
2805,BILL FERRARA CooP,SMB,Apparel,Russia,prospect,Huge,2 Years,Analytics,Individual Contributor Level,No,No,Yes,No,13,63,74,34000
2806,JAMES GRUPER CooP,Enterprise,High tech,Russia,prior customer,Large,18 Months,Web Server,C-Level,No,No,Yes,No,11,58,34,45000
2807,JOHN GRÍNROS CooP,Fortune500,Healthcare,Japan,current customer,Big,1 Year,Identity Server,C-Level,No,Yes,No,Yes,36,229,70,123000
2808,ALAN GUETTEL CooP,SMB,Goods,Japan,prospect,Medium,2 Years,CRM,Individual Contributor Level,Yes,No,No,Yes,28,69,39,45000
2809,BEN GUIER CooP,Fortune500,Apparel,France,current customer,Small,1 Year,Application Server,C-Level,Yes,Yes,Yes,No,36,523,41,169000
2810,ALAN GWARA CooP,Enterprise,Construction,North America,prospect,Medium,6 Months,Application Server,C-Level,Yes,Yes,Yes,Yes,27,294,56,57000
2811,Sandra 00Turner CooP,SMB,High tech,India,current customer,Large,1 Month,ERP,Individual Contributor Level,Yes,No,Yes,Yes,11,96,113,15000
2812,Mark Miller CooP,Fortune500,Goods,Russia,current customer,Huge,1 Year,CRM,C-Level,Yes,Yes,No,No,37,394,184,165000
2813,Peter Hoffman CooP,SMB,Consumer Product,Russia,prior customer,Large,6 Months,Analytics,C-Level,Yes,Yes,No,No,15,198,92,76000
2814,Scott Parker CooP,Enterprise,Healthcare,France,prior customer,Medium,1 Year,Identity Server,Manager Level,Yes,No,Yes,Yes,19,128,145,40000
2815,Tandra CooP,SMB,Healthcare,Japan,current customer,Large,18 Months,CRM,Individual Contributor Level,Yes,Yes,No,Yes,12,146,115,38000
2816,Kim Possible Inc. - East CooP,Enterprise,Apparel,Germany,prior customer,Big,6 Months,Analytics,Individual Contributor Level,No,Yes,Yes,Yes,7,80,8,75000
2817,Nelson Tax & Associates SGPS,Enterprise,Manufacturing,Italy,prior customer,Small,1 Year,Analytics,Individual Contributor Level,Yes,No,Yes,No,6,127,20,61000
2818,Emma Bull SGPS,Fortune500,Finserv,Brazil,current customer,Big,1 Year,Analytics,C-Level,No,No,No,Yes,31,314,97,137000
2819,John Evans SGPS,Enterprise,Construction,Brazil,prior customer,Small,6 Months,Web Server,Manager Level,Yes,Yes,Yes,No,24,252,75,70000
2820,Roger Zahn SGPS,Enterprise,High tech,Russia,prior customer,Large,1 Month,ERP,Manager Level,Yes,Yes,No,No,22,250,110,59000
2821,Chelsa Quinn Yates SGPS,Enterprise,Construction,France,prior customer,Large,2 Years,Database,Manager Level,Yes,No,No,Yes,10,226,91,68000
2822,Robert Jensen SGPS,SMB,Healthcare,North America,prior customer,Large,6 Months,ERP,Individual Contributor Level,No,Yes,No,No,27,60,104,41000
2823,Charles Scott SGPS,Enterprise,Manufacturing,India,prior customer,Large,18 Months,Portal,C-Level,Yes,Yes,No,Yes,6,229,117,71000
2824,Joe Masson SGPS,Enterprise,High tech,Germany,prior customer,Huge,6 Months,CRM,C-Level,Yes,No,No,Yes,20,172,105,39000
2825,Tracy Collins SGPS,SMB,Healthcare,Brazil,prior customer,Huge,1 Month,Application Server,Manager Level,Yes,Yes,Yes,No,10,255,92,38000
2826,Steve Martin SGPS,SMB,Apparel,Japan,prior customer,Huge,18 Months,ERP,Manager Level,No,No,No,Yes,11,58,132,46000
2827,Agnes Varda SGPS,SMB,Healthcare,UK,current customer,Small,2 Years,Identity Server,C-Level,Yes,Yes,No,Yes,13,293,99,53000
2828,Albert Brooks SGPS,SMB,Construction,Russia,prior customer,Huge,1 Year,CRM,Manager Level,No,No,Yes,Yes,29,45,108,23000
2829,Edward Burns SGPS,Enterprise,Finserv,North America,prior customer,Huge,1 Year,Analytics,Manager Level,No,No,Yes,No,22,169,131,48000
2830,Peter King SGPS,SMB,Healthcare,France,prospect,Small,1 Year,Analytics,Individual Contributor Level,Yes,No,Yes,Yes,29,35,30,47000
2831,Douglas Barker SGPS,SMB,Healthcare,UK,prospect,Small,18 Months,ERP,Individual Contributor Level,No,No,Yes,No,24,59,150,14000
2832,Janett Adams SGPS,Fortune500,Goods,North America,prospect,Small,18 Months,Database,Individual Contributor Level,Yes,Yes,No,Yes,10,134,128,50000
2833,David Lynch SGPS,Fortune500,Consumer Product,Italy,current customer,Large,1 Year,Security,C-Level,No,No,No,No,38,249,186,155000
2834,Ronald Bey SGPS,SMB,Apparel,Brazil,prior customer,Big,6 Months,Application Server,C-Level,No,Yes,No,Yes,16,19,118,40000
2835,Becker Berlin SGPS,Enterprise,Healthcare,UK,prior customer,Medium,18 Months,ERP,C-Level,Yes,Yes,Yes,No,19,265,19,40000
2836,Omega Soft-Hardware Markt SGPS,Enterprise,Healthcare,Brazil,current customer,Small,1 Month,Portal,Manager Level,Yes,Yes,No,Yes,18,120,38,43000
2837,Autohaus Franzl GmbH SGPS,Enterprise,Apparel,Japan,prior customer,Small,6 Months,Identity Server,C-Level,No,No,No,No,5,91,144,46000
2838,Institut fuer Umweltforschung SGPS,SMB,Healthcare,Germany,prospect,Large,6 Months,CRM,Manager Level,Yes,Yes,No,No,3,99,62,45000
2839,Karsson High Tech Markt SGPS,SMB,High tech,India,current customer,Huge,6 Months,Portal,C-Level,Yes,No,Yes,Yes,3,136,71,31000
2840,ERL Freiburg SGPS,SMB,Finserv,North America,prospect,Medium,1 Year,CRM,Individual Contributor Level,Yes,Yes,No,Yes,26,113,72,31000
2841,Phundix KG SGPS,Fortune500,Consumer Product,Germany,current customer,Medium,1 Year,Analytics,C-Level,No,No,Yes,No,17,431,54,173000
2842,Hitech AG SGPS,Fortune500,Manufacturing,China,current customer,Medium,1 Year,Security,C-Level,Yes,Yes,Yes,No,34,420,109,146000
2843,CBD Computer Based Design SGPS,Enterprise,High tech,North America,prior customer,Huge,18 Months,Web Server,Manager Level,Yes,No,No,No,16,203,31,52000
2844,Motomarkt Stuttgart GmbH SGPS,Enterprise,Manufacturing,Russia,prior customer,Large,6 Months,Security,Manager Level,No,Yes,No,No,21,299,109,39000
2845,Elektromarkt Bamby SGPS,Fortune500,Apparel,Japan,prior customer,Big,18 Months,Portal,C-Level,Yes,No,No,Yes,15,58,52,23000
2846,Minerva Energieversorgung GmbH SGPS,Fortune500,Retail,Russia,current customer,Large,1 Year,ERP,C-Level,No,No,No,No,15,226,157,169000
2847,LCH Markt SGPS,Fortune500,Retail,Russia,prospect,Large,1 Month,ERP,C-Level,No,Yes,Yes,No,2,77,101,37000
2848,Christal Clear SGPS,Enterprise,Consumer Product,Russia,prior customer,Small,2 Years,Database,Manager Level,No,Yes,Yes,No,19,197,148,52000
2849,Becker Koeln SGPS,Enterprise,Finserv,Japan,current customer,Medium,1 Year,Portal,C-Level,Yes,No,No,Yes,8,265,74,71000
2850,Becker Stuttgart SGPS,SMB,Construction,UK,current customer,Big,1 Month,Database,C-Level,No,No,No,No,2,138,148,33000
2851,NSM Pumpentechnik AG SGPS,Enterprise,Retail,UK,prospect,Huge,1 Month,Security,Manager Level,No,No,Yes,Yes,14,98,81,38000
2852,Amadeus SGPS,SMB,Manufacturing,Italy,prospect,Small,6 Months,Web Server,Manager Level,No,Yes,No,No,10,18,141,22000
2853,Technik und Systeme GmbH SGPS,Enterprise,Retail,Brazil,prior customer,Big,2 Years,Application Server,Manager Level,Yes,No,Yes,No,23,137,82,61000
2854,A.I.T. GmbH SGPS,Enterprise,Apparel,Germany,prior customer,Large,1 Month,Portal,Manager Level,Yes,Yes,Yes,Yes,10,196,76,73000
2855,PILAR am Neckar SGPS,Enterprise,Finserv,China,prior customer,Medium,6 Months,ERP,C-Level,Yes,No,Yes,No,6,281,65,37000
2856,General Distributors Inc SGPS,Fortune500,Finserv,Brazil,current customer,Large,1 Year,Security,C-Level,Yes,No,Yes,Yes,48,553,177,146000
2857,General Distributors GmbH SGPS,Fortune500,Retail,North America,current customer,Medium,1 Year,Web Server,C-Level,Yes,No,No,Yes,33,394,84,144000
2858,General Distributors Inc. SGPS,SMB,Consumer Product,Brazil,prospect,Medium,1 Month,Analytics,Manager Level,No,No,Yes,No,2,79,136,20000
2859,C.A.S. Computer Application Systems SGPS,Fortune500,Healthcare,North America,current customer,Big,1 Year,Database,C-Level,No,No,Yes,No,35,274,177,127000
2860,Aircraft Products SGPS,SMB,Manufacturing,Japan,prospect,Big,6 Months,Database,Manager Level,No,Yes,Yes,No,28,125,10,47000
2861,Deutsche Computer AG SGPS,Fortune500,Apparel,China,current customer,Huge,1 Year,ERP,C-Level,Yes,Yes,Yes,Yes,16,471,147,143000
2862,TALPA GmbH SGPS,Enterprise,Healthcare,Italy,prior customer,Huge,18 Months,Analytics,C-Level,No,No,Yes,Yes,28,217,37,73000
2863,CompSmart Inc. SGPS,Enterprise,Goods,China,prior customer,Large,6 Months,Application Server,C-Level,Yes,Yes,Yes,Yes,8,224,51,41000
2864,J & P SGPS,Fortune500,Construction,France,current customer,Big,1 Year,Application Server,C-Level,Yes,Yes,No,Yes,49,479,77,140000
2865,Motor Sports SGPS,SMB,Apparel,Germany,current customer,Medium,1 Month,Application Server,Manager Level,No,No,No,Yes,17,19,153,11000
2866,Mansur Computers. Inc. SGPS,Fortune500,High tech,Japan,current customer,Small,1 Year,Database,C-Level,Yes,No,No,No,21,557,118,151000
2867,Carbor GmbH SGPS,Fortune500,Goods,UK,current customer,Medium,1 Year,Portal,C-Level,Yes,Yes,Yes,No,47,459,101,164000
2868,SAPSOTA AG SGPS,Enterprise,Healthcare,France,prior customer,Huge,1 Year,Identity Server,C-Level,No,No,No,Yes,8,250,99,36000
2869,SudaTech GmbH SGPS,Enterprise,Apparel,India,prior customer,Huge,18 Months,Database,C-Level,Yes,Yes,No,Yes,24,156,107,63000
2870,Etelko Textilien SGPS,Enterprise,Healthcare,UK,prior customer,Large,1 Year,Analytics,C-Level,No,No,No,Yes,9,282,104,40000
2871,Software Systeme GmbH SGPS,Enterprise,Retail,Germany,prospect,Small,1 Year,Web Server,C-Level,No,No,Yes,Yes,13,261,45,48000
2872,COMPU Tech. AG SGPS,Enterprise,Consumer Product,Brazil,prior customer,Big,1 Year,Analytics,C-Level,No,Yes,Yes,No,8,283,72,41000
2873,N.I.C. High Tech SGPS,SMB,Construction,Japan,current customer,Huge,6 Months,Portal,C-Level,Yes,Yes,No,Yes,24,137,145,20000
2874,Jaspers Computers SGPS,SMB,Finserv,Brazil,prospect,Large,1 Month,Portal,Manager Level,No,No,Yes,No,31,71,102,38000
2875,CompuMax GmbH SGPS,Enterprise,Consumer Product,North America,prior customer,Medium,1 Year,Analytics,Manager Level,Yes,No,No,No,18,256,34,66000
2876,Alpha-Systems GmbH SGPS,SMB,Consumer Product,Germany,current customer,Medium,1 Year,Database,C-Level,No,No,No,No,32,527,81,147000
2877,S.C.T. Electro SGPS,Enterprise,Manufacturing,UK,prior customer,Large,1 Month,ERP,C-Level,No,No,Yes,Yes,13,111,47,62000
2878,Bit Market SGPS,Enterprise,Construction,UK,prior customer,Medium,18 Months,Web Server,Manager Level,Yes,No,Yes,Yes,6,296,84,63000
2879,HTG Komponente GmbH SGPS,Enterprise,Manufacturing,North America,prior customer,Big,1 Month,Portal,Individual Contributor Level,Yes,Yes,No,No,21,112,52,59000
2880,Motomarkt Heidelberg GmbH SGPS,SMB,Construction,North America,prospect,Large,1 Month,Security,C-Level,No,Yes,No,Yes,4,98,65,23000
2881,Napoli Export SGPS,Enterprise,Manufacturing,Germany,prior customer,Huge,6 Months,Application Server,C-Level,No,Yes,Yes,Yes,10,194,95,58000
2882,Jashanmal International Trading Co SGPS,Fortune500,Consumer Product,Germany,prior customer,Big,18 Months,Portal,Manager Level,Yes,No,Yes,No,28,293,108,41000
2883,Adecom SA SGPS,Enterprise,Finserv,India,prior customer,Large,6 Months,Security,C-Level,Yes,No,No,Yes,15,175,91,39000
2884,Bernardin SA SGPS,Enterprise,High tech,China,prior customer,Big,6 Months,ERP,C-Level,No,No,No,No,8,154,126,46000
2885,Miller & Son Trading Ltd. SGPS,Enterprise,Manufacturing,China,prior customer,Huge,6 Months,Analytics,Manager Level,Yes,Yes,No,Yes,12,299,101,39000
2886,Thomas Bush Inc. SGPS,Fortune500,Finserv,India,current customer,Medium,1 Year,Application Server,C-Level,No,No,Yes,Yes,35,451,93,169000
2887,Industrial Supplies Inc. SGPS,Enterprise,Consumer Product,India,prior customer,Medium,1 Year,Database,C-Level,Yes,No,Yes,No,6,149,53,41000
2888,Live Insurance Inc. SGPS,SMB,Apparel,Italy,prior customer,Medium,1 Month,Application Server,Manager Level,No,No,Yes,No,10,138,94,18000
2889,Davis Integration System SGPS,SMB,Consumer Product,Russia,prior customer,Large,2 Years,Database,Individual Contributor Level,Yes,Yes,No,Yes,19,29,143,21000
2890,Insurance Company SGPS,Fortune500,Healthcare,North America,current customer,Small,1 Month,Application Server,Manager Level,No,Yes,No,Yes,27,225,43,59000
2891,Princeton Health Center SGPS,SMB,Manufacturing,Italy,prospect,Large,1 Year,Security,C-Level,Yes,No,Yes,Yes,7,87,124,23000
2892,Candid International Technology SGPS,SMB,Retail,UK,current customer,Huge,6 Months,Web Server,C-Level,No,No,No,No,5,143,119,29000
2893,C-Tech Corp SGPS,Enterprise,High tech,India,prior customer,Huge,1 Year,Database,C-Level,Yes,No,Yes,No,11,164,11,48000
2894,Mafor Software Service Corp. SGPS,Fortune500,Consumer Product,Germany,current customer,Large,1 Year,Security,C-Level,Yes,Yes,No,No,29,150,144,151000
2895,Cross Worlds Consulting SGPS,Enterprise,Goods,Japan,prior customer,Medium,1 Year,Portal,Individual Contributor Level,Yes,Yes,Yes,Yes,22,283,114,59000
2896,Department of Defense SGPS,SMB,Healthcare,Brazil,current customer,Big,6 Months,Portal,Manager Level,Yes,Yes,Yes,No,29,117,64,22000
2897,Palo Alto Airways Inc. SGPS,Enterprise,Healthcare,China,current customer,Medium,1 Year,Database,Manager Level,No,Yes,No,No,17,183,147,50000
2898,Hotel Alfonso Del Vida SGPS,Fortune500,Goods,Germany,current customer,Large,1 Year,ERP,C-Level,No,Yes,No,Yes,15,189,116,170000
2899,La Quinta Hotel & Towers SGPS,Enterprise,Healthcare,UK,prior customer,Large,18 Months,Database,Manager Level,No,No,Yes,Yes,29,129,11,55000
2900,Rogier Golf Resort YY SGPS,Fortune500,Consumer Product,Russia,current customer,Large,1 Year,Application Server,C-Level,Yes,Yes,Yes,No,23,154,190,146000
2901,Park Lane Hotel And Spa SGPS,SMB,High tech,Italy,prior customer,Small,1 Month,Identity Server,Manager Level,No,Yes,No,Yes,18,33,150,20000
2902,Media Store SGPS,Enterprise,High tech,North America,prior customer,Medium,1 Year,Security,C-Level,No,Yes,Yes,Yes,29,241,104,54000
2903,ADCOM COMPUTER SGPS,SMB,Construction,Italy,prospect,Medium,1 Year,Database,Manager Level,Yes,Yes,No,No,20,118,58,24000
2904,ALPHA Center SGPS,Fortune500,Retail,France,current customer,Big,1 Year,CRM,C-Level,Yes,Yes,No,No,49,416,184,134000
2905,Tidemann Electronics SGPS,SMB,Finserv,North America,current customer,Big,1 Month,Portal,Individual Contributor Level,Yes,No,No,No,6,21,148,11000
2906,Tornado Motorsport SGPS,SMB,Finserv,Japan,prior customer,Small,6 Months,Identity Server,Individual Contributor Level,No,Yes,Yes,Yes,20,71,36,40000
2907,Hotshot Racing SGPS,SMB,Goods,Russia,current customer,Huge,1 Year,Identity Server,C-Level,Yes,No,No,Yes,18,115,93,34000
2908,Tornado Motorsports SGPS,Fortune500,Goods,India,current customer,Huge,1 Year,Analytics,C-Level,Yes,Yes,No,Yes,42,201,128,174000
2909,Computer Specialists Inc. SGPS,Enterprise,Apparel,India,prior customer,Large,1 Year,Application Server,C-Level,No,Yes,No,No,29,130,115,75000
2910,LES Sales Company SGPS,Enterprise,Finserv,Brazil,prior customer,Large,1 Year,Identity Server,Manager Level,No,No,Yes,No,11,65,22,75000
2892,Candid International Technology SGPS,Enterprise,Manufacturing,Germany,prior customer,Large,6 Months,Database,C-Level,Yes,No,No,No,29,122,95,52000
2911,PH Monitor Corporation SGPS,Enterprise,Goods,Italy,prior customer,Huge,1 Year,CRM,C-Level,No,Yes,Yes,Yes,13,238,92,38000
2912,CCS Industrial SGPS,SMB,High tech,China,prior customer,Small,6 Months,ERP,Manager Level,No,Yes,Yes,Yes,7,72,95,34000
2913,North Energy Ltd SGPS,Enterprise,Manufacturing,Brazil,current customer,Medium,1 Year,ERP,Manager Level,Yes,No,Yes,No,17,267,69,50000
2914,Wallace Distribution SGPS,Fortune500,Healthcare,Italy,current customer,Small,1 Year,Application Server,C-Level,Yes,Yes,Yes,No,30,508,180,147000
2915,Thomas World Distribution SGPS,SMB,Healthcare,China,prospect,Small,1 Month,Portal,Individual Contributor Level,Yes,No,No,Yes,11,64,123,23000
2916,Company World Incorporated SGPS,SMB,Consumer Product,France,prospect,Medium,6 Months,Database,Individual Contributor Level,Yes,Yes,Yes,No,7,42,83,34000
2917,Compu Tech SGPS,SMB,Retail,Brazil,current customer,Huge,1 Year,CRM,C-Level,Yes,No,Yes,No,15,30,103,13000
